Application_ID,Age,Gender,City,Employment_Type,Annual_Income,Employment_Duration_Years,Number_of_Dependents,Loan_Purpose,Loan_Amount,Loan_Tenure_Months,Existing_Loans_Count,Total_Outstanding_Debt,Existing_Monthly_EMI,Debt_to_Income_Ratio,Loan_to_Income_Ratio,Credit_Utilization,Previous_Defaults,Missed_Payments,Maximum_Days_Past_Due,Recent_Credit_Enquiries,Credit_History_Length,Number_of_Credit_Accounts,Payment_History,Credit_Score,Risk_Grade,Decision
3011626,42,Male,Jaipur,Salaried,561300,7.9,0,Medical,1469000,72,0,0.0,0.0,57.0,261.71,46.47,1,2,15,4,14.9,3,87.83,664,D,Reject
3011627,32,Male,Pune,Contract,1128700,6.5,2,Personal,1187000,84,1,108200.0,3920.0,26.65,105.17,28.29,0,0,0,4,12.1,3,98.4,703,C,Approve
3011628,43,Female,Aurangabad,Salaried,808200,5.8,0,Education,1534000,48,2,979000.0,25740.0,95.0,189.8,18.59,1,1,9,8,18.0,4,93.46,681,D,Reject
3011629,32,Male,Hyderabad,Business Owner,632200,8.2,2,Consumer Durable,1171000,60,1,71900.0,2530.0,52.54,185.23,44.88,0,1,14,2,11.4,5,98.59,659,D,Reject
3011630,26,Female,Mumbai,Salaried,767100,1.5,2,Personal,1438000,36,0,0.0,0.0,72.71,187.46,37.31,0,2,20,2,0.5,4,92.37,640,E,Reject
3011631,34,Female,Indore,Salaried,860500,3.2,1,Vehicle,364000,60,1,40100.0,1420.0,14.44,42.3,44.66,1,1,17,0,9.7,5,94.19,669,D,Approve
3011632,34,Male,Thane,Contract,720800,6.7,1,Medical,1813000,36,0,0.0,0.0,95.0,251.53,24.49,0,1,13,2,8.2,4,94.85,682,D,Reject
3011633,44,Male,Aurangabad,Salaried,1003700,7.6,0,Medical,393000,60,2,333500.0,9620.0,21.96,39.16,45.81,0,1,12,0,24.7,6,99.6,758,B,Approve
3011634,24,Male,Gurugram,Salaried,991000,7.9,2,Medical,1517000,72,1,900500.0,37630.0,82.94,153.08,19.49,0,2,19,2,0.5,8,92.55,695,D,Reject
3011635,45,Male,Ahmedabad,Contract,1108800,3.8,1,Personal,2730000,12,0,0.0,0.0,95.0,246.21,79.8,0,2,22,2,26.8,3,95.09,679,D,Reject
3011636,31,Male,Chennai,Self-Employed,682900,4.9,1,Education,227000,48,0,0.0,0.0,11.16,33.24,46.95,0,2,34,4,1.8,3,93.3,630,E,Reject
3011637,21,Female,Hyderabad,Salaried,479200,4.7,3,Medical,176000,36,1,22500.0,810.0,17.02,36.73,35.14,0,1,16,1,0.5,3,96.66,654,D,Reject
3011638,26,Female,Chennai,Professional,1744600,6.6,2,Home,1774000,36,2,652800.0,14590.0,52.62,101.69,66.48,0,0,0,4,0.5,6,100.0,608,E,Reject
3011639,33,Female,Chennai,Salaried,403000,7.4,1,Vehicle,648000,36,0,0.0,0.0,66.41,160.79,91.52,0,0,0,1,10.7,3,98.21,595,E,Reject
3011640,40,Female,Nashik,Salaried,916500,4.8,2,Personal,1514000,84,0,0.0,0.0,33.57,165.19,21.7,0,1,12,3,17.2,5,99.13,734,C,Approve
3011641,35,Female,Mumbai,Salaried,735900,5.8,0,Home Renovation,1192000,36,0,0.0,0.0,67.11,161.98,39.06,0,2,13,2,8.4,1,90.36,644,E,Reject
3011642,26,Male,Nashik,Contract,640100,1.3,2,Education,1286000,60,0,0.0,0.0,54.57,200.91,1.64,0,1,7,5,1.9,2,92.0,691,D,Reject
3011643,29,Male,Thane,Business Owner,1171200,6.8,0,Education,2218000,60,3,676100.0,18140.0,69.26,189.38,12.18,0,2,17,0,2.1,6,93.51,683,D,Reject
3011644,26,Female,Nashik,Salaried,775900,0.5,2,Home,1421000,36,0,0.0,0.0,71.05,183.14,6.57,0,0,0,3,3.1,2,99.24,690,D,Approve
3011645,38,Female,Jaipur,Self-Employed,540100,2.9,1,Home,845000,84,2,2420000.0,66660.0,95.0,156.45,12.38,0,0,0,2,10.5,3,100.0,711,C,Reject
3011646,35,Male,Hyderabad,Contract,386200,3.1,3,Home,1076000,36,1,106700.0,2550.0,95.0,278.61,38.99,0,3,21,2,11.3,5,91.49,667,D,Reject
3011647,41,Female,Bhopal,Business Owner,994000,4.6,3,Personal,1422000,36,1,130600.0,4040.0,60.44,143.06,20.75,0,0,0,0,14.0,2,100.0,729,C,Approve
3011648,21,Male,Chennai,Self-Employed,491400,0.9,1,Home,539000,84,0,0.0,0.0,24.48,109.69,17.27,0,2,31,1,3.8,2,92.82,693,D,Approve
3011649,31,Male,Gurugram,Business Owner,891400,6.0,4,Business,1232000,72,0,0.0,0.0,36.7,138.21,6.47,0,1,11,1,3.9,1,97.63,709,C,Approve
3011650,53,Female,Bhopal,Salaried,559000,2.9,1,Business,407000,36,1,2659600.0,71880.0,95.0,72.81,28.21,0,1,7,1,33.8,5,99.28,791,B,Approve
3011651,41,Male,Pune,Salaried,526100,10.5,2,Medical,224000,36,2,738600.0,23280.0,71.29,42.58,21.73,0,1,10,2,17.5,5,99.71,722,C,Approve
3011652,33,Male,Aurangabad,Contract,898500,5.1,2,Business,892000,24,1,111900.0,2090.0,61.9,99.28,72.39,0,1,8,1,12.7,3,100.0,659,D,Approve
3011653,28,Female,Delhi,Contract,549900,6.5,2,Home Renovation,387000,72,0,0.0,0.0,19.14,70.38,5.58,0,1,9,2,4.1,3,94.37,689,D,Approve
3011654,45,Female,Mumbai,Salaried,874100,5.7,3,Medical,1938000,60,0,0.0,0.0,66.95,221.71,9.48,0,0,0,3,19.5,2,100.0,761,B,Reject
3011655,49,Male,Pune,Business Owner,749900,6.5,0,Education,782000,48,1,32000.0,1170.0,33.89,104.28,59.75,0,1,9,2,27.2,5,96.3,722,C,Reject
3011656,26,Female,Hyderabad,Contract,945900,10.1,0,Education,1335000,84,0,0.0,0.0,30.31,141.14,22.65,0,0,0,3,1.7,2,100.0,695,D,Reject
3011657,27,Male,Nashik,Salaried,380900,5.4,1,Vehicle,347000,72,1,184100.0,6540.0,43.69,91.1,38.55,0,1,14,0,3.5,6,95.6,661,D,Reject
3011658,38,Female,Chennai,Self-Employed,471900,6.0,0,Home Renovation,716000,36,0,0.0,0.0,58.57,151.73,21.59,0,1,18,5,16.5,2,99.38,695,D,Approve
3011659,39,Male,Hyderabad,Salaried,903600,0.5,1,Home,721000,60,0,0.0,0.0,22.29,79.79,38.2,0,0,0,1,12.5,4,100.0,696,D,Approve
3011660,40,Other,Delhi,Salaried,490100,7.8,2,Education,257000,24,0,0.0,0.0,31.02,52.44,32.76,0,0,0,1,15.5,3,97.14,692,D,Approve
3011661,52,Female,Delhi,Salaried,827200,6.5,0,Medical,2006000,36,2,638900.0,17330.0,95.0,242.5,60.83,1,3,46,3,23.5,5,84.5,652,D,Reject
3011662,28,Male,Indore,Salaried,778800,6.2,1,Vehicle,424000,24,0,0.0,0.0,30.09,54.44,8.26,0,2,12,2,0.5,4,91.64,717,C,Reject
3011663,36,Male,Nagpur,Self-Employed,792300,3.6,2,Vehicle,1655000,24,1,57200.0,1930.0,95.0,208.89,11.73,0,0,0,4,6.3,3,100.0,684,D,Reject
3011664,42,Male,Bengaluru,Salaried,622900,6.1,2,Medical,1433000,72,0,0.0,0.0,56.43,230.05,13.75,0,0,0,2,9.8,4,99.83,730,C,Approve
3011665,42,Female,Jaipur,Professional,568300,6.1,0,Home Renovation,684000,84,2,260500.0,6880.0,44.54,120.36,33.96,0,1,17,0,21.8,5,94.64,747,C,Approve
3011666,30,Female,Pune,Salaried,1286600,0.5,4,Vehicle,1566000,48,0,0.0,0.0,39.94,121.72,26.85,0,0,0,4,0.5,2,97.42,661,D,Approve
3011667,31,Female,Hyderabad,Salaried,308000,5.2,1,Home,216000,48,3,221100.0,5010.0,42.06,70.13,25.63,0,1,18,2,10.7,7,96.77,678,D,Approve
3011668,32,Female,Indore,Professional,404900,7.7,0,Personal,725000,24,3,494500.0,15260.0,95.0,179.06,43.54,0,1,14,1,10.3,8,97.35,654,D,Reject
3011669,50,Male,Bhopal,Salaried,1056200,10.2,1,Personal,809000,24,1,23300.0,520.0,43.29,76.6,6.07,0,1,16,2,20.5,5,99.4,771,B,Approve
3011670,28,Female,Bengaluru,Salaried,579200,6.0,3,Home Renovation,186000,60,1,289000.0,8700.0,26.43,32.11,7.15,2,3,18,0,0.6,4,81.27,629,E,Reject
3011671,33,Male,Ahmedabad,Salaried,771100,6.9,3,Personal,1331000,36,0,0.0,0.0,67.16,172.61,21.85,0,2,27,1,12.4,3,95.51,692,D,Reject
3011672,43,Female,Pune,Business Owner,461100,4.1,4,Business,1109000,84,0,0.0,0.0,47.1,240.51,22.32,0,3,15,3,13.3,2,93.73,707,C,Reject
3011673,27,Male,Pune,Self-Employed,201300,7.3,2,Vehicle,412000,36,0,0.0,0.0,79.02,204.67,29.15,0,2,27,2,4.1,3,96.85,653,D,Reject
3011674,38,Female,Aurangabad,Salaried,409200,7.7,0,Education,760000,24,0,0.0,0.0,95.0,185.73,38.76,1,3,25,6,10.9,3,84.85,629,E,Reject
3011675,21,Male,Nashik,Salaried,911500,6.2,1,Business,1189000,48,0,0.0,0.0,40.98,130.44,47.25,0,1,14,2,0.5,5,96.93,688,D,Approve
3011676,38,Male,Hyderabad,Salaried,427900,10.2,0,Home,974000,36,0,0.0,0.0,95.0,227.62,16.67,0,0,0,1,13.8,4,96.03,694,D,Reject
3011677,36,Male,Chennai,Salaried,813700,4.3,2,Education,294000,24,1,186400.0,6780.0,30.83,36.13,29.48,0,0,0,1,6.1,3,100.0,695,D,Approve
3011678,37,Female,Indore,Salaried,631600,6.9,1,Consumer Durable,788000,48,1,1012300.0,18520.0,76.98,124.76,43.58,0,1,16,3,13.3,2,93.42,694,D,Reject
3011679,29,Male,Pune,Professional,510300,5.6,4,Personal,908000,72,0,0.0,0.0,46.62,177.93,17.66,0,0,0,1,4.1,6,98.52,666,D,Approve
3011680,38,Male,Pune,Contract,925600,6.8,1,Personal,2213000,36,0,0.0,0.0,95.0,239.09,15.92,0,0,0,6,8.5,5,100.0,697,D,Reject
3011681,36,Male,Pune,Salaried,385600,9.0,3,Personal,465000,48,1,175500.0,6350.0,57.02,120.59,25.5,0,1,10,3,15.5,4,94.09,712,C,Reject
3011682,47,Male,Jaipur,Salaried,596000,3.8,2,Vehicle,775000,48,0,0.0,0.0,43.55,130.03,34.04,0,0,0,1,25.6,1,99.45,745,C,Approve
3011683,41,Female,Nagpur,Salaried,1334400,2.5,3,Home,1180000,48,1,167500.0,5550.0,32.18,88.43,51.17,0,1,6,1,16.4,4,93.22,712,C,Reject
3011684,24,Female,Mumbai,Salaried,678700,18.5,2,Personal,645000,36,2,620800.0,22670.0,79.93,95.03,36.22,0,0,0,2,0.5,5,100.0,628,E,Reject
3011685,29,Female,Aurangabad,Self-Employed,895200,5.0,0,Personal,2494000,12,0,0.0,0.0,95.0,278.6,16.9,0,0,0,3,3.2,2,94.3,655,D,Reject
3011686,31,Female,Noida,Salaried,655300,1.2,4,Home,1204000,36,0,0.0,0.0,76.36,183.73,7.29,0,0,0,3,0.5,1,100.0,677,D,Reject
3011687,38,Male,Thane,Professional,609600,0.5,2,Vehicle,1286000,60,1,107200.0,3990.0,68.48,210.96,8.65,0,0,0,9,18.0,3,100.0,727,C,Reject
3011688,35,Male,Nashik,Self-Employed,1016200,5.3,0,Personal,1193000,36,0,0.0,0.0,50.2,117.4,9.42,0,0,0,1,10.2,3,98.64,734,C,Approve
3011689,35,Female,Bengaluru,Salaried,186900,6.1,2,Education,478000,24,4,338000.0,11400.0,95.0,255.75,42.84,0,3,38,5,11.9,6,84.0,634,E,Reject
3011690,60,Female,Thane,Salaried,476400,3.6,2,Vehicle,417000,48,0,0.0,0.0,28.07,87.53,17.08,0,0,0,3,34.6,3,97.99,791,B,Approve
3011691,32,Male,Nagpur,Professional,690900,9.3,0,Home,1766000,60,0,0.0,0.0,77.58,255.61,27.71,0,0,0,2,11.4,2,100.0,715,C,Reject
3011692,48,Female,Jaipur,Salaried,889700,1.8,1,Personal,866000,12,0,0.0,0.0,95.0,97.34,18.22,0,1,17,3,26.4,1,97.75,769,B,Approve
3011693,35,Male,Hyderabad,Salaried,383600,9.2,0,Personal,330000,12,0,0.0,0.0,93.11,86.03,54.88,0,0,0,0,14.1,2,97.1,653,D,Reject
3011694,21,Male,Delhi,Business Owner,1069100,8.6,0,Consumer Durable,1585000,24,1,198800.0,4960.0,90.03,148.26,12.65,1,1,6,6,3.2,4,91.14,665,D,Reject
3011695,38,Male,Nagpur,Salaried,601100,11.6,2,Vehicle,1242000,60,1,229800.0,5690.0,73.43,206.62,67.43,0,0,0,2,10.6,4,96.66,631,E,Reject
3011696,46,Female,Jaipur,Business Owner,649200,6.5,0,Business,1251000,48,2,466900.0,10640.0,86.26,192.7,59.76,1,2,28,2,20.8,5,87.32,614,E,Reject
3011697,41,Female,Indore,Contract,1693400,0.8,2,Education,4146000,36,1,841000.0,20770.0,95.0,244.83,36.3,0,0,0,6,26.6,4,100.0,758,B,Reject
3011698,38,Male,Aurangabad,Salaried,916300,5.6,0,Vehicle,1769000,36,0,0.0,0.0,79.42,193.06,39.52,0,1,13,3,14.4,3,93.87,712,C,Reject
3011699,36,Female,Gurugram,Salaried,668000,4.7,3,Vehicle,842000,72,1,123800.0,5180.0,42.79,126.05,45.62,0,1,16,4,5.7,4,96.85,664,D,Reject
3011700,32,Female,Hyderabad,Self-Employed,841600,5.1,1,Vehicle,546000,48,2,396000.0,13800.0,41.56,64.88,27.36,0,0,0,1,8.0,6,96.34,679,D,Approve
3011701,44,Male,Noida,Salaried,489500,7.7,3,Home Renovation,732000,24,3,723700.0,21820.0,95.0,149.54,41.13,0,0,0,5,22.7,5,97.96,691,D,Reject
3011702,32,Female,Nagpur,Contract,701500,6.6,2,Home,897000,60,0,0.0,0.0,32.09,127.87,33.33,0,0,0,3,6.0,3,96.66,672,D,Reject
3011703,31,Male,Bhopal,Salaried,1546300,4.6,0,Personal,931000,36,1,383200.0,13230.0,35.16,60.21,42.67,0,0,0,3,10.7,3,100.0,648,E,Reject
3011704,39,Male,Jaipur,Salaried,1705900,6.3,1,Vehicle,3418000,60,2,823400.0,26780.0,74.6,200.36,36.38,0,1,12,2,18.5,4,97.25,714,C,Reject
3011705,33,Male,Hyderabad,Self-Employed,286200,5.0,0,Vehicle,319000,24,0,0.0,0.0,62.95,111.46,30.26,0,1,14,4,11.4,1,100.0,709,C,Approve
3011706,47,Male,Chennai,Self-Employed,780000,0.5,2,Education,266000,84,1,227600.0,6690.0,18.11,34.1,24.26,0,0,0,1,24.6,4,99.01,753,B,Approve
3011707,40,Male,Hyderabad,Salaried,367400,3.3,0,Home,1019000,24,1,146800.0,3730.0,95.0,277.35,31.92,0,1,14,4,19.9,2,97.47,691,D,Reject
3011708,29,Male,Chennai,Professional,385800,7.2,2,Vehicle,997000,60,2,371900.0,11030.0,95.0,258.42,43.5,0,1,7,1,2.3,5,98.83,628,E,Reject
3011709,26,Male,Thane,Business Owner,1091200,0.5,1,Vehicle,2206000,24,1,141500.0,3530.0,95.0,202.16,31.18,0,2,29,5,5.1,4,96.35,682,D,Reject
3011710,31,Female,Aurangabad,Salaried,863500,5.6,2,Home,2117000,36,0,0.0,0.0,94.23,245.17,48.65,0,1,13,4,2.5,2,96.16,610,E,Reject
3011711,56,Female,Nashik,Professional,380400,4.1,0,Home,213000,36,0,0.0,0.0,22.66,55.99,43.0,0,1,17,1,28.0,3,98.53,739,C,Approve
3011712,34,Male,Mumbai,Salaried,907600,5.6,1,Home Renovation,338000,60,2,1826200.0,47480.0,73.03,37.24,56.16,0,0,0,1,1.5,7,98.0,635,E,Approve
3011713,42,Male,Bhopal,Business Owner,884800,7.0,3,Personal,323000,36,0,0.0,0.0,15.58,36.51,22.36,0,0,0,1,18.5,2,99.02,757,B,Approve
3011714,25,Male,Chennai,Self-Employed,484500,9.8,1,Home,952000,72,1,79000.0,3270.0,52.93,196.49,37.91,0,0,0,1,0.5,3,99.8,686,D,Approve
3011715,27,Female,Chennai,Salaried,1497600,4.1,2,Vehicle,1730000,36,0,0.0,0.0,47.67,115.52,12.59,0,0,0,1,0.5,3,96.32,724,C,Reject
3011716,34,Female,Nashik,Salaried,699600,5.8,0,Consumer Durable,1821000,84,0,0.0,0.0,63.29,260.29,51.95,0,0,0,2,9.9,1,99.32,667,D,Approve
3011717,50,Male,Chennai,Self-Employed,585300,3.9,0,Vehicle,1199000,60,0,0.0,0.0,54.58,204.85,38.08,0,1,6,2,28.7,3,96.55,738,C,Reject
3011718,25,Female,Mumbai,Professional,2499200,7.2,6,Personal,5000000,48,1,234900.0,8900.0,72.4,200.06,70.67,0,1,18,2,5.7,3,95.21,615,E,Reject
3011719,31,Female,Delhi,Salaried,912800,10.0,1,Personal,1630000,36,1,177100.0,5860.0,83.42,178.57,39.8,0,2,26,3,6.2,6,94.64,641,E,Reject
3011720,44,Other,Gurugram,Business Owner,555000,6.3,1,Vehicle,298000,24,3,620200.0,17360.0,67.33,53.69,61.11,0,2,35,0,17.6,6,95.6,699,D,Approve
3011721,50,Male,Noida,Salaried,638700,6.1,1,Home Renovation,314000,84,0,0.0,0.0,12.29,49.16,20.72,0,0,0,1,23.7,10,100.0,755,B,Approve
3011722,40,Male,Gurugram,Salaried,504300,2.8,1,Vehicle,1279000,24,3,619100.0,19320.0,95.0,253.62,15.96,0,1,11,4,14.9,4,94.72,709,C,Reject
3011723,42,Female,Nashik,Salaried,445700,5.4,0,Home Renovation,1061000,12,0,0.0,0.0,95.0,238.05,10.16,0,0,0,5,16.9,2,100.0,738,C,Approve
3011724,28,Male,Pune,Salaried,873900,3.4,1,Medical,432000,48,1,127200.0,4650.0,21.98,49.43,58.57,0,1,10,2,5.8,7,94.78,629,E,Reject
3011725,25,Male,Noida,Self-Employed,850400,0.5,3,Education,1912000,60,0,0.0,0.0,59.28,224.84,12.74,0,1,7,8,1.5,2,96.63,661,D,Reject
3011726,26,Male,Jaipur,Business Owner,1515600,6.9,5,Education,2124000,60,2,752100.0,16570.0,53.04,140.14,9.52,0,0,0,0,0.9,6,99.16,737,C,Approve
3011727,29,Male,Mumbai,Salaried,496100,5.5,2,Home Renovation,1318000,24,3,1136500.0,40180.0,95.0,265.67,29.24,1,1,8,3,8.8,8,91.32,658,D,Reject
3011728,38,Female,Indore,Business Owner,1159700,5.5,3,Consumer Durable,2250000,84,0,0.0,0.0,44.4,194.02,39.09,0,1,13,2,14.6,3,99.77,686,D,Reject
3011729,26,Female,Noida,Salaried,387800,6.4,0,Home Renovation,925000,60,0,0.0,0.0,63.97,238.53,19.47,0,0,0,1,6.9,1,99.39,681,D,Approve
3011730,38,Male,Jaipur,Self-Employed,687800,0.5,1,Personal,1526000,60,3,416400.0,10800.0,80.21,221.87,34.79,0,2,13,1,12.6,6,94.28,701,C,Reject
3011731,33,Female,Chennai,Professional,834300,3.7,0,Personal,1255000,12,2,398300.0,11700.0,95.0,150.43,47.05,1,8,82,2,9.0,7,70.74,605,E,Reject
3011732,31,Male,Nagpur,Salaried,753800,6.6,0,Personal,1227000,84,0,0.0,0.0,38.72,162.78,41.86,0,0,0,4,9.4,2,100.0,703,C,Approve
3011733,44,Female,Chennai,Business Owner,664200,4.7,2,Business,963000,60,0,0.0,0.0,43.34,144.99,15.31,0,0,0,2,20.4,4,98.69,763,B,Approve
3011734,28,Male,Ahmedabad,Self-Employed,457000,6.8,0,Personal,1090000,36,0,0.0,0.0,95.0,238.51,29.21,0,1,8,2,0.5,2,94.87,647,E,Reject
3011735,48,Female,Indore,Self-Employed,414900,2.9,0,Business,219000,24,0,0.0,0.0,31.16,52.78,21.28,0,1,13,0,26.9,5,97.67,750,B,Approve
3011736,43,Female,Noida,Salaried,441500,6.1,1,Personal,490000,60,2,334800.0,11830.0,60.43,110.99,18.54,0,2,35,5,20.7,5,95.4,726,C,Approve
3011737,28,Female,Bengaluru,Salaried,571100,12.1,3,Home Renovation,1487000,84,1,585600.0,10620.0,87.89,260.37,9.96,0,1,15,2,6.4,4,93.1,697,D,Reject
3011738,46,Female,Noida,Professional,740300,1.5,1,Medical,1436000,48,1,226400.0,5100.0,74.36,193.98,58.87,1,3,27,2,22.1,3,86.31,650,D,Reject
3011739,27,Male,Bengaluru,Salaried,506400,8.6,0,Business,527000,60,0,0.0,0.0,31.01,104.07,53.26,0,5,34,2,3.4,3,85.32,612,E,Reject
3011740,47,Female,Mumbai,Salaried,665200,6.8,0,Medical,1048000,84,1,225300.0,4140.0,44.04,157.55,44.01,0,0,0,3,22.2,4,100.0,722,C,Reject
3011741,39,Female,Thane,Professional,435600,3.3,1,Home,375000,48,1,236900.0,5500.0,42.18,86.09,9.71,1,2,20,2,15.4,6,92.38,700,C,Approve
3011742,23,Male,Bengaluru,Salaried,920200,10.4,0,Education,1657000,36,1,569900.0,10490.0,87.24,180.07,54.63,0,0,0,1,0.5,2,100.0,625,E,Reject
3011743,25,Other,Bengaluru,Salaried,835000,1.7,1,Business,700000,36,1,154900.0,3660.0,39.35,83.83,52.77,0,0,0,3,4.4,4,100.0,660,D,Reject
3011744,33,Male,Pune,Professional,874100,5.7,3,Vehicle,2067000,24,1,16300.0,500.0,95.0,236.47,58.18,0,0,0,2,15.9,2,99.36,668,D,Reject
3011745,43,Male,Aurangabad,Salaried,702800,3.3,0,Home Renovation,1142000,36,2,462200.0,10460.0,85.47,162.49,29.33,0,0,0,4,22.9,6,98.1,759,B,Approve
3011746,35,Female,Bhopal,Salaried,1361500,0.5,0,Vehicle,3007000,60,2,263500.0,8920.0,64.28,220.86,15.7,0,0,0,5,10.9,6,99.56,713,C,Reject
3011747,34,Male,Bhopal,Self-Employed,452700,2.4,3,Vehicle,650000,12,1,22600.0,830.0,95.0,143.58,52.31,0,1,13,2,9.8,4,95.41,635,E,Reject
3011748,36,Male,Nagpur,Salaried,786900,6.4,1,Business,1904000,36,0,0.0,0.0,95.0,241.96,57.76,0,0,0,5,13.6,1,100.0,660,D,Reject
3011749,21,Male,Thane,Business Owner,611300,6.5,1,Home Renovation,266000,48,0,0.0,0.0,15.03,43.51,16.76,1,5,26,1,0.5,4,81.31,621,E,Reject
3011750,43,Female,Bhopal,Salaried,584300,7.7,0,Business,1567000,24,0,0.0,0.0,95.0,268.18,12.78,0,1,17,2,21.7,2,100.0,736,C,Reject
3011751,47,Female,Nagpur,Contract,1307200,0.7,3,Education,1803000,36,1,45100.0,1570.0,59.52,137.93,4.42,1,3,27,2,21.2,5,80.52,738,C,Reject
3011752,43,Male,Ahmedabad,Salaried,773300,11.3,0,Home,1910000,24,4,456000.0,11700.0,95.0,246.99,35.53,0,0,0,5,19.1,8,99.08,714,C,Approve
3011753,32,Female,Chennai,Salaried,403700,3.6,2,Business,229000,48,0,0.0,0.0,17.42,56.73,22.12,0,0,0,1,4.1,4,100.0,696,D,Approve
3011754,28,Female,Nagpur,Business Owner,333200,7.7,1,Vehicle,373000,84,1,236900.0,7040.0,47.09,111.94,21.19,0,2,22,4,7.9,4,92.78,680,D,Reject
3011755,27,Female,Jaipur,Self-Employed,599200,11.5,2,Education,397000,24,2,221300.0,5900.0,49.08,66.26,62.57,2,3,30,1,8.3,7,77.82,562,E,Reject
3011756,26,Female,Bengaluru,Self-Employed,553600,2.4,2,Personal,605000,36,0,0.0,0.0,43.77,109.28,47.68,0,1,15,2,1.5,3,100.0,638,E,Approve
3011757,55,Female,Aurangabad,Salaried,553500,6.2,3,Medical,1146000,72,0,0.0,0.0,47.2,207.05,24.75,1,2,20,4,32.6,1,90.17,740,C,Reject
3011758,35,Male,Delhi,Salaried,531100,6.3,3,Education,644000,48,0,0.0,0.0,41.96,121.26,81.85,0,2,24,2,11.5,1,96.92,624,E,Reject
3011759,44,Male,Chennai,Business Owner,398100,3.6,2,Personal,1089000,60,1,70400.0,2160.0,76.44,273.55,26.31,0,1,6,4,25.8,5,94.04,723,C,Reject
3011760,43,Female,Pune,Business Owner,664700,4.9,3,Personal,373000,36,0,0.0,0.0,23.23,56.12,36.06,0,1,12,0,17.2,4,99.62,716,C,Approve
3011761,37,Male,Nashik,Salaried,1405900,5.8,2,Medical,2126000,24,0,0.0,0.0,86.76,151.22,6.75,0,0,0,4,14.6,3,100.0,759,B,Approve
3011762,28,Male,Chennai,Salaried,661500,3.5,1,Vehicle,225000,24,0,0.0,0.0,18.7,34.01,18.91,0,0,0,1,6.1,1,97.24,735,C,Approve
3011763,40,Male,Ahmedabad,Business Owner,512400,6.3,1,Home Renovation,670000,48,1,670400.0,13380.0,72.89,130.76,60.1,0,0,0,2,23.3,6,100.0,689,D,Reject
3011764,27,Male,Thane,Salaried,587500,1.2,2,Education,1023000,84,1,85600.0,2080.0,41.64,174.13,20.72,0,2,15,4,0.5,8,93.49,664,D,Reject
3011765,41,Female,Indore,Salaried,740500,7.5,1,Home,1868000,12,3,931000.0,27140.0,95.0,252.26,40.3,0,0,0,4,21.1,4,100.0,743,C,Approve
3011766,27,Male,Mumbai,Professional,1254100,4.8,1,Personal,331000,60,0,0.0,0.0,7.62,26.39,20.43,0,0,0,1,0.5,2,100.0,676,D,Approve
3011767,32,Female,Bengaluru,Salaried,391500,9.6,1,Vehicle,912000,60,0,0.0,0.0,64.57,232.95,17.19,0,1,14,4,14.6,7,99.41,702,C,Reject
3011768,32,Female,Gurugram,Contract,369200,3.9,2,Vehicle,802000,36,0,0.0,0.0,89.72,217.23,30.78,0,0,0,1,2.4,4,98.77,670,D,Reject
3011769,48,Male,Nashik,Business Owner,1128200,8.6,0,Vehicle,581000,24,0,0.0,0.0,29.38,51.5,9.38,0,0,0,2,24.3,1,98.97,762,B,Reject
3011770,21,Male,Delhi,Self-Employed,1050400,5.0,2,Personal,274000,24,0,0.0,0.0,14.63,26.09,28.95,0,1,16,1,0.6,2,94.5,650,D,Approve
3011771,56,Male,Bhopal,Salaried,477700,5.4,4,Personal,559000,48,4,1302700.0,35220.0,95.0,117.02,55.88,0,0,0,3,32.3,11,100.0,756,B,Approve
3011772,29,Male,Ahmedabad,Salaried,927000,8.8,1,Personal,2369000,36,0,0.0,0.0,95.0,255.56,4.72,0,0,0,5,5.9,3,100.0,702,C,Reject
3011773,35,Male,Thane,Salaried,760700,0.5,2,Vehicle,258000,12,0,0.0,0.0,37.28,33.92,14.34,1,1,15,2,8.6,3,89.0,683,D,Reject
3011774,40,Female,Indore,Self-Employed,603600,3.2,5,Education,1304000,84,2,571000.0,22310.0,95.0,216.04,32.92,1,0,0,3,14.4,3,92.12,667,D,Reject
3011775,39,Male,Ahmedabad,Salaried,672000,8.6,2,Home,1171000,24,0,0.0,0.0,95.0,174.26,49.99,0,1,16,2,14.2,1,99.35,647,E,Reject
3011776,43,Male,Nagpur,Self-Employed,840800,6.7,2,Home,2110000,36,2,325000.0,6800.0,95.0,250.95,11.92,0,1,12,6,23.3,4,94.44,737,C,Reject
3011777,41,Male,Noida,Self-Employed,2110900,3.4,0,Personal,3136000,60,2,112600.0,4260.0,40.82,148.56,20.24,0,0,0,2,13.9,7,100.0,738,C,Approve
3011778,53,Male,Noida,Salaried,1035400,5.4,1,Personal,2766000,60,0,0.0,0.0,75.39,267.14,49.2,0,2,28,3,32.7,4,100.0,763,B,Reject
3011779,42,Male,Thane,Professional,896500,0.5,1,Home,949000,48,2,1262600.0,27420.0,68.74,105.86,19.39,0,2,32,4,19.1,5,92.25,752,B,Approve
3011780,35,Female,Thane,Self-Employed,930400,10.9,0,Business,1123000,48,0,0.0,0.0,42.5,120.7,15.47,0,1,16,2,6.7,6,98.74,697,D,Reject
3011781,31,Male,Nagpur,Salaried,373000,2.0,1,Consumer Durable,814000,84,0,0.0,0.0,52.64,218.23,33.14,1,3,41,1,1.2,2,78.8,599,E,Reject
