Age,Annual_Income,Employment_Duration_Years,Number_of_Dependents,Loan_Amount,Loan_Tenure_Months,Existing_Loans_Count,Total_Outstanding_Debt,Existing_Monthly_EMI,Debt_to_Income_Ratio,Loan_to_Income_Ratio,Credit_Utilization,Previous_Defaults,Missed_Payments,Maximum_Days_Past_Due,Recent_Credit_Enquiries,Credit_History_Length,Number_of_Credit_Accounts,Payment_History,Credit_Score,Employment_Type_Business Owner,Employment_Type_Contract,Employment_Type_Professional,Employment_Type_Salaried,Employment_Type_Self-Employed,Loan_Purpose_Business,Loan_Purpose_Consumer Durable,Loan_Purpose_Education,Loan_Purpose_Home,Loan_Purpose_Home Renovation,Loan_Purpose_Medical,Loan_Purpose_Personal,Loan_Purpose_Vehicle
42,566700,3.7,1,1064000,24,2,541300.0,19000.0,95.0,187.75,9.01,0,0,0,2,18.0,4,100.0,741,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,1228000,10.9,0,3249000,48,0,0.0,0.0,83.87,264.58,18.13,0,1,12,0,3.5,3,93.22,698,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,805700,7.1,1,674000,36,0,0.0,0.0,32.22,83.65,2.51,1,2,11,2,7.4,3,84.32,690,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
31,952000,2.3,2,1342000,60,0,0.0,0.0,42.82,140.97,40.01,0,0,0,3,5.3,4,100.0,698,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30,681100,8.2,2,254000,72,1,869900.0,24200.0,52.02,37.29,12.59,0,0,0,1,6.3,3,100.0,715,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
30,617000,8.8,1,322000,12,1,149900.0,3150.0,63.25,52.19,23.67,0,1,13,2,9.7,3,98.59,703,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36,344300,10.6,1,892000,24,3,277100.0,8870.0,95.0,259.08,48.16,0,1,7,3,11.4,9,95.49,650,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
21,567900,5.6,1,755000,48,1,139700.0,3110.0,49.53,132.95,41.08,0,0,0,2,0.5,4,100.0,627,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
36,906900,1.4,1,1701000,60,1,51000.0,2090.0,50.74,187.56,43.69,1,3,26,3,10.0,2,79.03,613,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
36,611000,7.5,0,371000,24,3,1139800.0,35160.0,95.0,60.72,36.33,0,0,0,1,10.0,6,100.0,664,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,940400,7.8,2,2196000,36,3,497700.0,19270.0,95.0,233.52,39.64,0,2,15,2,0.9,8,95.97,610,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33,587400,5.7,2,1124000,48,2,218000.0,4700.0,69.56,191.35,40.04,0,0,0,5,11.2,4,98.98,699,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
32,489100,12.7,5,1255000,84,0,0.0,0.0,57.57,256.59,39.56,0,1,14,2,5.8,1,94.9,625,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
42,1247400,7.3,2,2672000,48,2,466900.0,17600.0,91.14,214.21,37.31,0,1,14,1,7.3,7,100.0,701,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
46,316700,9.0,1,841000,24,0,0.0,0.0,95.0,265.55,19.71,0,0,0,6,17.9,2,100.0,711,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
29,640500,8.1,1,1677000,72,0,0.0,0.0,65.43,261.83,30.17,0,2,31,5,7.5,5,95.77,645,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
27,1241700,3.5,2,2711000,12,0,0.0,0.0,95.0,218.33,18.55,0,0,0,1,5.8,1,97.45,699,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
29,463500,6.5,1,384000,60,3,388900.0,12540.0,57.17,82.85,44.89,0,0,0,5,2.3,5,98.35,667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
40,483300,3.4,1,1076000,72,1,513400.0,20350.0,95.0,222.64,42.42,0,0,0,4,15.3,3,100.0,695,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
36,832800,1.3,1,513000,24,1,251500.0,9650.0,49.17,61.6,26.27,0,2,30,5,7.5,3,98.26,672,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37,849700,8.4,1,428000,48,3,819800.0,29350.0,57.99,50.37,31.56,0,1,18,2,16.7,6,95.26,701,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,511000,4.6,3,464000,36,1,17800.0,520.0,39.99,90.8,24.4,0,0,0,3,20.3,5,97.79,744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21,953700,7.6,2,2494000,48,1,72300.0,1460.0,87.61,261.51,22.76,0,0,0,3,0.5,3,100.0,678,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45,3059500,3.8,2,2217000,48,2,101500.0,3550.0,26.71,72.46,45.26,0,1,12,2,21.3,7,95.17,737,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
49,398800,10.5,4,519000,36,0,0.0,0.0,49.92,130.14,47.45,0,1,10,1,24.4,2,96.34,712,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
30,451200,6.5,1,400000,36,0,0.0,0.0,36.09,88.65,11.23,0,0,0,5,1.5,4,100.0,703,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
31,1178100,7.3,0,1452000,60,0,0.0,0.0,36.36,123.25,39.91,0,0,0,4,10.5,1,100.0,696,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
41,899500,5.5,3,956000,24,1,463500.0,16630.0,82.61,106.28,71.48,0,2,35,2,18.0,2,94.75,646,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21,787300,5.9,6,910000,84,0,0.0,0.0,26.04,115.58,30.43,0,1,17,3,1.6,4,98.79,708,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35,1406900,2.5,0,2769000,60,0,0.0,0.0,51.37,196.82,44.76,0,2,36,3,11.6,3,98.04,688,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
36,1121000,4.2,1,743000,36,1,628300.0,16290.0,43.62,66.28,48.68,0,1,8,2,14.4,3,95.6,703,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
31,640300,4.4,0,572000,36,3,1176600.0,40000.0,95.0,89.33,37.25,0,0,0,1,12.0,6,100.0,694,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
47,1150400,5.1,1,2875000,60,1,646600.0,19880.0,90.65,249.91,41.41,0,0,0,2,26.0,6,100.0,712,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30,1449200,0.5,0,1274000,72,2,120800.0,2630.0,26.08,87.91,19.3,1,3,49,3,0.5,5,84.75,642,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
48,1266700,8.2,2,2129000,36,1,241900.0,6590.0,73.99,168.07,30.46,0,0,0,4,34.3,4,99.15,794,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43,457400,3.9,1,469000,36,2,570700.0,20060.0,95.0,102.54,35.43,0,1,18,2,26.4,4,96.48,731,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
23,765400,10.9,1,794000,60,4,488200.0,19340.0,59.77,103.74,34.61,1,1,10,0,0.5,7,89.09,639,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,587100,7.6,3,1415000,48,0,0.0,0.0,80.46,241.02,33.77,0,0,0,1,24.1,5,100.0,735,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27,432000,0.5,2,774000,48,0,0.0,0.0,62.53,179.17,34.4,1,4,42,1,6.9,4,76.09,617,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
32,917200,4.1,1,597000,36,0,0.0,0.0,27.29,65.09,10.84,0,1,13,2,11.9,2,98.33,764,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
32,1089900,2.7,1,450000,72,0,0.0,0.0,10.63,41.29,65.17,0,0,0,2,9.3,2,100.0,628,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33,318600,6.3,1,167000,48,1,147000.0,3510.0,29.37,52.42,47.86,1,2,18,4,11.8,4,94.01,580,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
35,1006500,13.8,1,585000,36,0,0.0,0.0,23.02,58.12,23.23,0,2,22,1,15.0,1,97.51,740,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
33,708800,7.1,1,972000,60,2,860200.0,26380.0,81.69,137.13,43.77,0,0,0,2,6.9,5,97.07,670,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
27,833200,5.3,4,2290000,36,2,197200.0,5460.0,95.0,274.84,22.8,0,0,0,3,0.5,4,100.0,662,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35,553300,6.7,1,637000,84,1,64200.0,2190.0,29.63,115.13,7.65,0,1,11,4,3.1,6,98.84,681,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
37,584200,5.9,6,1605000,48,3,417600.0,16050.0,95.0,274.73,55.03,0,0,0,3,14.3,6,99.08,652,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
42,828900,8.0,3,2262000,60,0,0.0,0.0,79.04,272.89,17.02,1,0,0,5,15.2,3,87.9,671,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
29,622100,0.5,4,1313000,48,0,0.0,0.0,63.08,211.06,29.71,0,0,0,4,11.7,5,95.37,715,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
36,466500,6.2,2,411000,84,0,0.0,0.0,17.8,88.1,16.25,0,2,36,0,14.6,5,93.97,697,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
39,323400,1.9,1,354000,84,1,455100.0,16160.0,86.45,109.46,8.44,1,3,35,1,20.6,3,84.29,691,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
35,412400,0.5,2,585000,36,0,0.0,0.0,59.66,141.85,50.9,0,1,5,0,7.7,2,94.86,634,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
37,780300,6.7,0,952000,48,4,629300.0,17160.0,68.85,122.0,31.24,0,1,6,2,12.0,6,97.77,713,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,968600,6.1,0,1864000,48,4,2437200.0,70970.0,95.0,192.44,26.88,0,0,0,2,3.9,6,95.0,651,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
43,559400,0.5,1,648000,12,0,0.0,0.0,95.0,115.84,31.2,0,2,22,0,15.7,2,92.88,710,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
39,286000,8.9,3,759000,36,1,832800.0,34790.0,95.0,265.38,14.23,0,0,0,2,14.2,3,97.79,728,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,427900,0.5,3,144000,36,0,0.0,0.0,13.79,33.65,19.23,1,1,11,2,11.8,4,88.48,677,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
28,180000,1.8,3,278000,36,1,44600.0,1670.0,72.97,154.44,31.2,0,0,0,2,4.7,6,96.63,641,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
32,771300,0.8,1,854000,72,0,0.0,0.0,25.81,110.72,19.6,0,1,16,6,1.8,6,95.19,662,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37,602900,3.9,3,953000,48,0,0.0,0.0,49.86,158.07,22.56,0,0,0,2,6.1,3,100.0,705,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,1431600,10.0,1,1456000,36,2,611100.0,17770.0,58.61,101.7,65.69,0,0,0,1,23.0,11,100.0,735,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27,508300,5.0,1,390000,24,1,305200.0,7170.0,60.72,76.73,30.46,0,1,16,1,3.7,5,91.51,679,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
39,259800,6.8,2,100000,72,1,138500.0,2600.0,21.8,38.49,24.71,0,1,6,3,13.8,10,95.11,714,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45,914200,5.6,5,996000,12,1,46500.0,1740.0,95.0,108.95,18.08,0,1,13,5,26.8,4,97.91,778,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21,631500,14.1,1,571000,36,1,142000.0,4140.0,45.47,90.42,10.04,0,0,0,4,1.3,3,93.99,678,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26,375000,6.0,0,871000,36,1,341700.0,10900.0,95.0,232.27,17.46,0,0,0,3,4.4,3,96.52,644,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
21,1010100,6.0,1,1827000,84,0,0.0,0.0,41.26,180.87,6.27,0,0,0,2,0.5,2,100.0,693,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
32,340000,11.4,2,416000,72,0,0.0,0.0,31.49,122.35,19.04,0,0,0,1,10.7,2,100.0,710,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
46,454700,6.3,0,804000,24,0,0.0,0.0,95.0,176.82,33.26,0,0,0,7,22.5,2,100.0,706,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
46,702000,6.0,2,1372000,72,1,31300.0,710.0,51.32,195.44,39.12,0,1,18,5,23.8,7,94.5,739,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
42,468900,5.9,0,1162000,48,0,0.0,0.0,76.51,247.81,7.77,0,2,19,3,16.3,2,98.04,737,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,607300,5.9,1,227000,72,1,225100.0,8960.0,26.01,37.38,5.77,1,4,66,1,21.7,3,82.11,716,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37,1043200,2.5,0,1606000,12,0,0.0,0.0,95.0,153.95,10.83,0,2,31,2,12.1,3,93.62,723,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,463100,6.2,1,1013000,48,0,0.0,0.0,74.12,218.74,29.34,0,0,0,5,24.2,2,100.0,744,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
35,751700,8.9,0,1754000,24,0,0.0,0.0,95.0,233.34,45.52,0,2,15,2,14.6,1,95.61,672,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
32,659900,5.7,1,1079000,60,1,1853400.0,39810.0,95.0,163.51,58.94,0,1,16,1,8.1,4,100.0,637,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
43,763300,7.7,2,1397000,24,3,660600.0,22490.0,95.0,183.02,19.74,0,3,34,4,15.5,11,91.81,671,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41,1067000,6.8,1,1403000,36,1,214000.0,7280.0,62.73,131.49,44.77,1,4,45,1,17.5,4,81.8,658,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
31,469000,5.4,3,340000,60,3,1185200.0,39080.0,95.0,72.49,15.85,0,3,29,1,6.7,6,90.86,675,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28,711100,8.6,2,1137000,60,0,0.0,0.0,41.11,159.89,22.4,0,1,7,2,9.5,3,99.77,686,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
39,455600,6.4,1,735000,60,2,324000.0,10390.0,72.87,161.33,29.61,0,1,6,3,12.6,4,97.89,680,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33,496800,4.4,2,782000,60,1,26400.0,980.0,45.69,157.41,40.92,0,1,6,1,10.9,4,93.67,668,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
39,753900,0.5,2,234000,72,0,0.0,0.0,6.74,31.04,49.36,0,0,0,1,17.0,4,98.27,681,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33,936700,10.3,3,973000,72,1,215200.0,7760.0,32.97,103.88,3.92,0,0,0,3,15.2,3,100.0,734,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
36,356100,9.0,1,917000,36,3,1872100.0,42190.0,95.0,257.51,24.85,0,1,9,4,14.8,6,97.65,700,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,678900,8.8,1,340000,48,0,0.0,0.0,15.04,50.08,14.73,0,0,0,2,14.0,2,100.0,728,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,1074400,0.5,0,1697000,36,0,0.0,0.0,66.86,157.95,42.35,0,0,0,0,0.5,1,96.45,675,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30,714700,10.8,1,1361000,72,0,0.0,0.0,43.98,190.43,49.9,0,0,0,2,6.7,3,97.53,674,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
26,440300,4.8,0,621000,60,0,0.0,0.0,35.33,141.04,7.42,1,1,13,1,5.4,1,91.88,677,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45,681800,8.7,0,1582000,12,1,112600.0,3950.0,95.0,232.03,14.66,0,1,11,4,25.4,3,96.95,781,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
43,505300,4.9,4,414000,36,0,0.0,0.0,32.14,81.93,26.07,0,0,0,2,11.8,2,100.0,686,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,1096700,1.3,2,932000,72,0,0.0,0.0,20.02,84.98,1.0,0,1,14,2,3.9,1,96.98,704,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
45,764000,8.2,0,897000,60,0,0.0,0.0,32.82,117.41,10.99,0,0,0,4,23.4,3,100.0,772,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,926800,5.5,5,1522000,72,0,0.0,0.0,41.47,164.22,28.6,0,0,0,2,24.1,3,98.18,755,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
39,629300,4.1,1,315000,36,0,0.0,0.0,21.15,50.06,25.63,1,3,17,1,17.5,4,79.72,656,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28,814300,5.4,2,1242000,60,0,0.0,0.0,44.1,152.52,16.71,0,1,14,1,0.9,2,97.64,698,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,380900,4.4,2,917000,60,1,230100.0,7920.0,88.78,240.75,28.37,0,0,0,1,5.6,2,99.58,667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34,460800,4.8,2,258000,24,0,0.0,0.0,32.2,55.99,30.99,0,2,22,2,18.3,4,98.83,710,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
33,347500,6.7,3,537000,60,0,0.0,0.0,44.01,154.53,24.48,0,0,0,1,3.5,2,99.38,678,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
26,1515600,6.9,5,2124000,60,2,752100.0,16570.0,53.04,140.14,9.52,0,0,0,0,0.9,6,99.16,737,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21,560300,0.5,3,1007000,60,1,241900.0,7310.0,65.02,179.73,44.24,1,2,28,2,0.5,4,87.92,580,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30,395300,0.5,3,355000,72,2,429300.0,14060.0,62.41,89.81,4.45,0,1,12,1,12.6,5,99.26,738,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
28,531000,0.5,3,279000,36,0,0.0,0.0,21.06,52.54,30.8,0,0,0,2,4.3,5,99.07,677,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,696400,1.3,3,689000,24,3,991400.0,27460.0,95.0,98.94,19.24,0,0,0,0,7.1,4,100.0,684,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
31,816800,2.1,5,1601000,36,1,91000.0,2480.0,87.18,196.01,40.42,1,1,6,1,9.7,4,88.99,628,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
39,438300,3.8,1,111000,12,1,131700.0,4300.0,38.81,25.33,15.25,0,0,0,0,13.1,6,98.46,735,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28,613800,5.2,0,335000,60,2,376500.0,11800.0,37.77,54.58,23.36,0,0,0,1,0.5,4,99.94,632,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,873600,1.6,1,1510000,60,1,27300.0,570.0,44.59,172.85,20.54,1,2,15,1,12.0,2,86.17,710,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28,1662500,2.2,2,2016000,24,3,933600.0,23110.0,85.38,121.26,44.16,0,4,43,5,6.3,5,88.42,632,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
49,621300,5.6,0,180000,60,1,212600.0,5250.0,18.23,28.97,40.77,0,1,7,2,25.2,5,98.62,726,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
32,620100,1.7,2,256000,84,3,792100.0,22930.0,52.86,41.28,10.5,0,0,0,1,8.5,7,97.24,724,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
44,472700,3.8,1,1321000,24,0,0.0,0.0,95.0,279.46,13.15,0,1,16,6,14.6,4,99.04,709,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30,1366400,5.3,0,3749000,36,1,135800.0,4030.0,95.0,274.37,36.31,1,3,24,3,2.7,6,82.59,611,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35,401400,4.3,5,566000,48,3,611300.0,21100.0,95.0,141.01,35.84,0,1,9,2,7.9,5,92.32,659,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
24,536000,8.7,0,173000,60,1,150300.0,3090.0,16.13,32.28,31.9,0,0,0,1,0.5,4,100.0,654,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,731000,3.4,1,1535000,36,1,210200.0,6010.0,95.0,209.99,63.26,0,0,0,1,20.3,6,99.7,692,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
40,554200,4.4,1,456000,72,0,0.0,0.0,18.99,82.28,40.43,0,2,25,1,15.0,2,95.77,712,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
47,413800,5.9,2,484000,60,0,0.0,0.0,31.01,116.96,12.84,0,0,0,3,19.5,3,100.0,737,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
36,1470500,7.7,0,1151000,36,1,73300.0,1510.0,34.9,78.27,19.26,0,0,0,1,17.1,7,100.0,733,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30,551100,7.6,0,914000,36,0,0.0,0.0,71.51,165.85,28.87,0,0,0,2,7.6,3,94.66,658,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37,649200,6.8,0,325000,48,1,90700.0,1790.0,20.65,50.06,36.15,0,0,0,0,13.4,3,96.45,685,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
